,ID,Driveline,Engine Type,Transmission,Make
4367,2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
4368,2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
4369,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
4370,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
4371,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
4372,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
4373,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
4374,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
4375,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
4376,2012 BMW 128i Convertible,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
4377,2012 BMW 128i Convertible AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
4378,2012 BMW 135i Convertible,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,BMW
4379,2012 BMW 128i Coup,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
4380,2012 BMW 128i Coup AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
4381,2012 BMW 135i Coup,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6 Speed Manual,BMW
4382,2012 BMW 135i Coup AT,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,7 Speed Automatic Select Shift,BMW
4383,2012 BMW 328i Sports Wagon,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
4384,2012 BMW 328i Sports Wagon AT,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
4385,2012 BMW 328i xDrive Sports Wagon,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Manual,BMW Motorrad
4386,2012 BMW 328i xDrive Sports Wagon AT,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6 Speed Automatic Select Shift,BMW Motorrad
4387,2012 Ford Focus SE 5-Door,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,5 Speed Manual,Ford
4388,2012 Ford Focus SE 5-Door AT,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,6 Speed Automatic,Ford
4389,2012 Ford Focus SEL 5-Door,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,6 Speed Automatic Select Shift,Ford
4390,2012 Ford Focus Titanium 5-Door,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,6 Speed Automatic Select Shift,Ford
4391,2012 Nissan 370Z Roadster Touring,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6 Speed Manual,Nissan
4392,2012 Nissan 370Z Roadster,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7 Speed Automatic Select Shift,Nissan
4393,2012 Nissan 370Z Roadster Touring AT,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7 Speed Automatic Select Shift,Nissan
4394,2012 Nissan 370Z Coupe Touring,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6 Speed Manual,Nissan
4395,2012 Nissan 370Z Coupe NISMO,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6 Speed Manual,Nissan
4396,2012 Nissan 370Z Coupe,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6 Speed Manual,Nissan
4397,2012 Nissan 370Z Coupe Touring AT,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7 Speed Automatic Select Shift,Nissan
4398,2012 Nissan 370Z Coupe AT,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7 Speed Automatic Select Shift,Nissan
4399,2012 Nissan JUKE SV MT,Front-wheel drive,Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo,6 Speed Manual,Nissan
4400,2012 Nissan JUKE SL MT,Front-wheel drive,Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo,6 Speed Manual,Nissan
4401,2012 Hyundai Veloster,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,6 Speed Manual,Hyundai
4402,2012 Hyundai Equus Signature,Rear-wheel drive,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,8 Speed Automatic Select Shift,Hyundai
4403,2012 Hyundai Equus Ultimate,Rear-wheel drive,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,8 Speed Automatic Select Shift,Hyundai
4404,2012 Hyundai Santa Fe Limited 3.5 AWD,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4405,2012 Hyundai Santa Fe GLS 3.5 AWD,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4406,2012 Hyundai Santa Fe Limited,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4407,2012 Hyundai Santa Fe SE AWD,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4408,2012 Hyundai Santa Fe SE,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4409,2012 Hyundai Santa Fe Limited 3.5,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4410,2012 Hyundai Santa Fe GLS,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4411,2012 Hyundai Santa Fe GLS 3.5,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4412,2012 Hyundai Santa Fe GLS AWD,All-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4413,2012 Ford Expedition XL,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4414,2012 Ford Expedition XLT,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4415,2012 Ford Expedition Limited,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4416,2012 Ford Expedition King Ranch,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4417,2012 Ford Expedition XL EL,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4418,2012 Ford Expedition XLT EL,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4419,2012 Ford Expedition Limited EL,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4420,2012 Ford Expedition King Ranch EL,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4421,2012 Ford Expedition XL 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4422,2012 Ford Expedition XLT 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4423,2012 Ford Expedition Limited 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4424,2012 Ford Expedition King Ranch 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4425,2012 Ford Expedition XL EL 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4426,2012 Ford Expedition XLT EL 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4427,2012 Ford Expedition Limited EL 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4428,2012 Ford Expedition King Ranch EL 4x4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4429,2012 Nissan Xterra X,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5 Speed Automatic,Nissan
4430,2012 Nissan Xterra X 4X4,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5 Speed Automatic,Nissan
4431,2012 Nissan Xterra S,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5 Speed Automatic,Nissan
4432,2012 Nissan Xterra S 4X4,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6 Speed Manual,Nissan
4433,2012 Nissan Xterra S 4X4 AT,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5 Speed Automatic,Nissan
4434,2012 Nissan Xterra Pro-4X,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6 Speed Manual,Nissan
4435,2012 Nissan Xterra Pro-4X AT,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5 Speed Automatic,Nissan
4436,2012 Nissan Pathfinder S,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic,Nissan
4437,2012 Nissan Pathfinder S 4x4,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic,Nissan
4438,2012 Nissan Pathfinder SV,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic Select Shift,Nissan
4439,2012 Nissan Pathfinder SV 4x4,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic Select Shift,Nissan
4440,2012 Nissan Pathfinder Silver Edition,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic Select Shift,Nissan
4441,2012 Nissan Pathfinder Silver Edition 4x4,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic Select Shift,Nissan
4442,2012 Nissan Pathfinder LE,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic Select Shift,Nissan
4443,2012 Nissan Pathfinder LE 4x4,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,5 Speed Automatic Select Shift,Nissan
4444,2012 Nissan Pathfinder LE V8,Four-wheel drive,Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs,5 Speed Automatic Select Shift,Nissan
4445,2012 Hyundai Veracruz GLS,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4446,2012 Hyundai Veracruz GLS AWD,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4447,2012 Hyundai Veracruz Limited AWD,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4448,2012 Hyundai Veracruz Limited,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,6 Speed Automatic Select Shift,Hyundai
4449,2012 Infiniti G25,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4450,2012 Infiniti G25 Journey,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4451,2012 Infiniti G25x AWD,All-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4452,2012 Infiniti G37 Sedan Journey,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4453,2012 Infiniti G37x Sedan AWD,All-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4454,2012 Infiniti G37 Sedan Sport 6MT,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,6 Speed Manual,Infiniti
4455,2012 Infiniti G37 Coupe,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4456,2012 Infiniti G37 Coupe Journey,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4457,2012 Infiniti G37x Coupe AWD,All-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4458,2012 Infiniti G37 Coupe Sport 6MT,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,6 Speed Manual,Infiniti
4459,2012 Volvo C30 R-Design,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,6 Speed Manual,Volvo
4460,2012 Volvo C30 T5,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,6 Speed Manual,Volvo
4461,2012 Jeep Compass Sport 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
4462,2012 Jeep Compass Sport 4x2,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,5 Speed Manual,Jeep
4463,2012 Nissan Armada SV,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,5 Speed Automatic,Nissan
4464,2012 Nissan Armada SV FFV,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,5 Speed Automatic,Nissan
4465,2012 Nissan Armada SV 4x4,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,5 Speed Automatic,Nissan
4466,2012 Nissan Armada SV 4x4 FFV,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,5 Speed Automatic,Nissan
4467,2012 Nissan Armada SL,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,5 Speed Automatic,Nissan
4468,2012 Nissan Armada SL FFV,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,5 Speed Automatic,Nissan
4469,2012 Nissan Armada SL 4x4,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,5 Speed Automatic,Nissan
4470,2012 Nissan Armada SL 4x4 FFV,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,5 Speed Automatic,Nissan
4471,2012 Nissan Armada Platinum,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,5 Speed Automatic,Nissan
4473,2012 Nissan Armada Platinum 4x4,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,5 Speed Automatic,Nissan
4474,2012 Nissan Armada Platinum 4x4 FFV,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,5 Speed Automatic,Nissan
4475,2012 Lexus IS 250 RWD,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,6 Speed Automatic Select Shift,Lexus
4476,2012 Lexus IS 250 AWD,All-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,6 Speed Automatic Select Shift,Lexus
4477,2012 Lexus IS 250 RWD MT,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,6 Speed Manual,Lexus
4478,2012 Lexus IS 350 RWD,Rear-wheel drive,Lexus 3.5L 6 Cylinder 306 hp 277 ft-lbs,6 Speed Automatic Select Shift,Lexus
4479,2012 Lexus IS 350 AWD,All-wheel drive,Lexus 3.5L 6 Cylinder 306 hp 277 ft-lbs,6 Speed Automatic Select Shift,Lexus
4480,2012 Lexus IS 350 C RWD,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,6 Speed Automatic Select Shift,Lexus
4481,2012 Lexus IS 250 C RWD MT,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,6 Speed Manual,Lexus
4482,2012 Lexus IS 250 C RWD,Rear-wheel drive,Lexus 2.5L 6 Cylinder 204 hp 185 ft-lbs,6 Speed Automatic Select Shift,Lexus
4483,2012 Lexus IS F,Rear-wheel drive,Lexus 5.0L 8 Cylinder 416 hp 371 ft-lbs,8 Speed Automatic Select Shift,Lexus
4484,2012 Lexus ES 350,Front-wheel drive,Lexus 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Lexus
4485,2012 Lexus LS 460,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,8 Speed Automatic Select Shift,Lexus
4486,2012 Lexus LS 460 AWD,All-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,8 Speed Automatic Select Shift,Lexus
4487,2012 Lexus LS 460 L,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,8 Speed Automatic Select Shift,Lexus
4488,2012 Lexus LS 460 L AWD,All-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,8 Speed Automatic Select Shift,Lexus
4489,2012 Toyota Sienna,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,6 Speed Automatic Select Shift,Toyota
4490,2012 Toyota Sienna V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4491,2012 Toyota Sienna LE,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,6 Speed Automatic Select Shift,Toyota
4492,2012 Toyota Sienna LE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4493,2012 Toyota Sienna LE V6 AWD,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4494,2012 Toyota Sienna LE Mobility Auto Access,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4495,2012 Toyota Sienna SE,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4496,2012 Toyota Sienna XLE,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4497,2012 Toyota Sienna XLE AWD,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4498,2012 Toyota Sienna XLE Mobility Auto Access,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4499,2012 Toyota Sienna Limited,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4500,2012 Toyota Sienna Limited AWD,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,6 Speed Automatic Select Shift,Toyota
4501,2012 Audi A5 Cabriolet 2.0 T Quattro,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8 Speed Automatic Select Shift,Audi
4502,2012 Audi A8 L,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,8 Speed Automatic Select Shift,Audi
4503,2012 Audi A8,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,8 Speed Automatic Select Shift,Audi
4504,2012 Audi A8 W12,All-wheel drive,Audi 6.3L 12 Cylinder 500 hp 463 ft-lbs,8 Speed Automatic Select Shift,Audi
4505,2012 Audi TT RS,All-wheel drive,Audi 2.5L 5 Cylinder 360 hp 343 ft-lbs Turbo,6 Speed Manual,Audi
4506,2012 Honda Accord LX Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Manual,Honda
4507,2012 Honda Accord LX Sedan AT,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Automatic,Honda
4508,2012 Honda Accord LX-P Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Automatic,Honda
4509,2012 Honda Accord SE Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Automatic,Honda
4510,2012 Honda Accord EX Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Manual,Honda
4511,2012 Honda Accord EX Sedan AT,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
4512,2012 Honda Accord EX-L V-6 Sedan,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
4513,2012 Honda Accord EX-L Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
4514,2012 Honda Accord EX V-6 Sedan,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
4515,2012 Honda Accord LX-S Coupe,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Manual,Honda
4516,2012 Honda Accord LX-S Coupe AT,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
4517,2012 Lexus RX 350 AWD,All-wheel drive,Lexus 3.5L 6 Cylinder 270 hp 248 ft-lbs,6 Speed Automatic Select Shift,Lexus
4518,2012 Lexus RX 350 FWD,Front-wheel drive,Lexus 3.5L 6 Cylinder 270 hp 248 ft-lbs,6 Speed Automatic Select Shift,Lexus
4519,2012 Honda Accord EX Coupe,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Manual,Honda
4520,2012 Honda Accord EX Coupe AT,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
4521,2012 Honda Accord EX-L Coupe,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
4522,2012 Honda Accord EX-L V6 Coupe,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,6 Speed Manual,Honda
4523,2012 Honda Accord EX-L V6 Coupe AT,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
4524,2012 Infiniti G37 Convertible,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4525,2012 Infiniti G37 Convertible Sport 6MT,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,6 Speed Manual,Infiniti
4526,2012 Infiniti IPL G Coupe,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4527,2012 Infiniti IPL G Coupe 6MT,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,6 Speed Manual,Infiniti
4528,2012 Lexus LFA,Rear-wheel drive,Lexus 4.8L 552 hp 354 ft-lbs,6 Speed Automatic Select Shift,Lexus
4529,2012 Infiniti EX35,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4530,2012 Infiniti EX35 AWD,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4531,2012 Infiniti EX35 Journey,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4532,2012 Infiniti EX35 Journey AWD,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4533,2012 Infiniti FX35,Rear-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4534,2012 Infiniti FX35 AWD,All-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4535,2012 Infiniti FX50 AWD,All-wheel drive,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4536,2012 Infiniti QX56 2WD,Rear-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4537,2012 Infiniti QX56 4WD,Four-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,7 Speed Automatic Select Shift,Infiniti
4538,2012 Dodge Durango SXT,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,Dodge
4539,2012 Dodge Durango SXT AWD,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,Dodge
4540,2012 Dodge Durango Crew,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,Dodge
4541,2012 Dodge Durango Crew V8,Rear-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,Dodge
